,kmeans_label,neun_euro_context,positive,negative,neutral,text
0,4,False,-1.5170493125915527,-0.6355204582214355,2.956395149230957,@radkolumne Seit nun 2 Monaten:  Bahn Bus Tram EScooter Fahrrad Fuß. Für Leihrad angemeldet. Läuft. Selbst mit SEV
1,5,False,-2.1051883697509766,2.767214298248291,0.0491214394569397,"@radkolumne Hab mir gestern extra noch ein gebrauchtes Rad gekauft. Das stell ich am Zielbahnhof hin. Weil ich davon ausgeh, dass ich ab Juni nicht mehr mit Rad in den Zug passe."
2,0,False,-1.6543080806732178,-0.5056573748588562,3.0832576751708984,"@derFe1ix Hallo Berlin 😬  Derjenige, der das Rad da runter transportiert hat, möge es beim nächsten Mal eigenhändig wieder hoch tragen, damit er weiß, was er den den Koll/n der @BVG_Ubahn da zumutet!  Heute um 04:35 Uhr auf dem Weg zum Dienst gesehen &amp; Beseitigung sogleich veranlasst. https://t.co/6xopg35U2Y"
3,5,False,-0.4107685089111328,-1.0338348150253296,2.1587777137756348,"@cityradler ""...when you are travelling on the train."" Kostet 7,50 €. War zuletzt vor 10 Jahren mal mit dem Rad im Zug von Venlo zur England-Fähre in Rotterdam gefahren. Das war ziemlich entspannt."
4,5,False,-1.6474182605743408,4.81392765045166,-3.83843994140625,"@Labonitamascota @ChaWiBiker @SteveFi04457564 Kann ich 0% verstehen. Ich habe auch schon Mal einen Kabelbruch oder einen korrodierten Kontakt gehabt. Sowas passiert im normalen Gebrauch, aber dauernd kaputt - never. Wenn man sein Rad aber im Zug gegen andere knallt und es nachts im freien steht, geht eher schnell was kaputt."
5,5,False,-2.378577709197998,0.4684542119503021,3.0256917476654053,"@Puedelchen @WERNER12207 @polizeiberlin Wenn es nur ein Verkehrsmittel geben würde um unnötige Fahrten durchzuführen ohne einen verbrenner zu nutzen. Ach warten Sie, nennt sich Fahrrad, Zug, Bus, etc."
6,1,False,-1.9713749885559082,-0.02026715874671936,3.135222911834717,"@Labonitamascota @ChristianDaheim @ChaWiBiker @SteveFi04457564 Kannst du mal mit dem „total lustigen“ Rechtsdogmatik-Scheiss aufhören? Kindergarten-Philosophie. Lerne lieber, wie Du Dein Rad ordentlich wartest oder nen guten Schrauber findest oder das Rad in den Zug trägst ohne dir das LED zu schrotten oder echten Humor zu haben. 🙄"
7,0,False,-1.2492502927780151,-0.9216294288635254,2.901125907897949,"Wer in #Freiburg mit Auto, Rad oder Tram unterwegs ist, braucht aktuell noch stärkere Nerven als sonst – vor allem im Norden. Baustellen und Ersatzverkehr setzen Verkehrsteilnehmern zu. Und das fast noch fünf Monate lang. (BZ-Plus) https://t.co/hNYd2rHFAn"
8,5,False,-2.1063690185546875,2.914172649383545,-0.21909768879413605,"@SDullien Kenne das Richtung Ostsee. Da ist man als Pendler an den betreffenden Wochenend-Zeiten verratzt. Aus dem näheren Umland kommt man auch mit Kids#Fahrrad am Sonntagabend nicht zurück, weil der Zug von der Ostsee brechend voll ist."
9,0,False,-2.691894292831421,-2.0317444801330566,6.3292107582092285,"Mit der #Straßenbahn ins Büro, dem #Fahrrad zum Bundespräsidenten und klarem Kurs auf die #Verkehrswende: Österreichs Klimaschutzministerin Leonore Gewessler im #Podcast-Gespräch mit mir. @lgewessler @Schienenallianz @DEVK_Zentrale @BMKlimaschutz https://t.co/iFXMi3IJmF"
10,4,False,-2.9510419368743896,-2.197577476501465,6.736403465270996,"@ChrischmiDE @Reiner_Kolberg @FahrradClub Vorbild ist Straßburg/Kehl, wo es sowohl eine reine Rad-/Fußwegbrücke gibt als auch eine mit zusätzlichen Gleisen für die Straßenbahn. Beide ohne Autos und beide preiswerter, als man denkt (etwa 30 mio. Euro pro Stück)."
11,1,False,-1.938591480255127,-0.5606334209442139,3.5307693481445312,"@NussigesAlien Wow, da hast du eine ordentliche Strecke geschafft 👍  Mit der Bahn hin, mit dem bike zurück?"
12,5,False,-2.0631771087646484,-0.3340390920639038,3.5165045261383057,"@lucamgb @svmeppen1912 @borussia An guten tagen bei uns auch😂 Ich komme ja selbst nicht aus Meppen, ein Kumpel allerdings schon. Fahre mit dem zug zu ihm, dann gibt's ein schnellen Korn und dann geht's mit dem Fahrrad zul stadion😂"
13,0,False,-2.1524181365966797,-0.32025474309921265,3.7398080825805664,"@f2k1de Zug nicht, aber Fahrrad. Habe anno 2008 diesen Mini-ITX-Server (ein Chenbro ES34069 Chassis) auf dem Gepäckträger meines Brompton Faltrads die ca. 3-4km vom Händler zu mir nach Hause geradelt. https://t.co/Weegs7Ktt9"
14,4,False,-1.5582168102264404,1.3906009197235107,1.0830456018447876,"@horatiorama @sixtus Kann durchaus sein, wenn die Anschlüsse nicht passen. Zur Uni (SU-BN) waren auf dem Rad 13 km/35 min; Auto ~25 min, schnelle(!) Straßenbahn (alle 10min) + 2xBus (ca alle 20) auch zwischen 30 und 90 min. Bei Termin (Hin) musst du mit schlechtester Zeit kalkulieren."
15,5,False,-1.8907289505004883,-0.16975247859954834,3.0812082290649414,@junkdrawer28 @StBrandner Wenn die nur hier her kommen Problem. Wenn sie sich gleichmäßig auf der Welt verteilen dann ist das eben so. Nach dem Motto wer nicht hören will muss fühlen. Schwöre ich habe von euch allen hier den geringsten CO2 Abdruck. Keine Auto. Nur Urlaub mit Zug überall mit Rad hin.
16,5,False,0.058724164962768555,-0.9182752370834351,1.5259562730789185,"@_schlicki Tacho 55. Nutzte ich früher viel beim Bahnreisen in Regiozügen. Da hstte man noch GPS im Zug, war ganz lustig.  Nutzte ich für Fahrgemeinschaften und nun als Monitoring am Rad. (Hab nix besseres) https://t.co/mDj5386IHs"
17,5,False,-2.147489547729492,1.2556965351104736,1.974292516708374,Dachte ma darf nur zu bestimmten Zeiten Fahrrad im Zug mitnehmen. Da steht jetzt a riesen Ding
18,5,False,-1.9083936214447021,-0.41854098439216614,3.350954055786133,"@bolli3097 @minimis_de Ich habe schon sehr nette Menschen im Zug kennengelernt oder wiedergesehen. Aber klar: Es gibt da auch reichlich Idioten. Dennoch mag ich Verkehrsmittel, bei denen ich zwischenmenschlich kommunizieren kann, also Fahrrad oder Bahn."
19,6,False,-1.7066493034362793,-0.17339667677879333,2.747238874435425,@RudolfHengsten1 @Nightmare_Keks Immer dieses Narrativ von den Leuten auf dem Land ohne ÖPNV. Ich komme vom A* der Welt. Zug 1x pro Stunde. Bahnhof für 75% fußläufig oder per Rad erreichbar. Warum bin ich trotzdem jahrelang mit dem Auto gefahren? BEQUEMLICHKEIT
20,0,False,-1.9381110668182373,-0.1366269588470459,3.203183650970459,Geplantes ICE-Werk: Fahrrad-Sternfahrt aus Protest in Nürnberg https://t.co/EIHmlkavns #franken https://t.co/ybfL0pnASD
21,4,False,-0.6590326428413391,2.869310140609741,-2.982696533203125,"@unsinn_s21 @AlexSchinner @n_lein @sixtus Sieht so aus. Pfarrkirchen hat ja zumindest einen Stadtbus, aber in die umliegenden Orte ist schon Essig. Und Fahrrad hier im Hügelland nicht für jeden eine Möglichkeit."
22,4,False,-2.1746914386749268,-0.16380664706230164,3.5086164474487305,"Hätte ich das gesehen, als ich aus dem Haus bin, wäre ich statt zu Haltestelle zum bike sharing gegangen, aber natürlich fiel es mir erst jetzt auf, als ich mich gefragt hab, wo die Bahn bleibt"
23,0,False,-2.20076322555542,-0.7673214673995972,4.399028301239014,"In #Nürnberg haben rund 120 Menschen an einer Fahrrad-Sternfahrt zum Hafen teilgenommen. Der Bund Naturschutz will, dass die #DeutscheBahn dort ihr geplantes #ICE-Werk baut. Doch der Plan ist eigentlich schon vom Tisch. 👇https://t.co/LwsbI3XlJA"
24,0,False,0.6506023406982422,-1.204092025756836,1.3392212390899658,Sehr gute Nachrichten: #HamburgGewinntPlatz Veranschlagt man ca. 10 qm pro PKW (also nur parkend) gewinnen Hamburger*innen in 1/2 Jahr  46.230 qm für #StädteFürMenschen #Autokorrektur Bei PKW fahrend ist Gewinn deutlich größer: https://t.co/AiAJPWbo6J @joerg_spengler @kkklawitter https://t.co/VcutXcD9Su
25,6,False,4.256159782409668,-1.2866967916488647,-3.3112130165100098,"@mak3715 @CBGSpender Stimmt durchaus. Weiterer Punkt: viele Einbahnstraßen und Ampeln. ÖPNV kann trotzdem selten mithalten, aber die Kombination Fahrrad+Ubahn ist unschlagbar."
26,4,False,2.696455955505371,0.5745685696601868,-3.7147552967071533,"@sixtus @Engel_Re Das ist ja voll geil für die Leute die mitten in Berlin wohnen.   Ich wohne leider in einem Dorf in Mecklenburg und diese App sagt, ich komme in 20 Minuten mit dem Fahrrad nicht mal ins Nachbardorf.  Mal ganz davon abgesehen, dass ich weder in meinem noch im Nachbardorf arbeite."
27,5,False,3.6708803176879883,0.38638073205947876,-5.146944046020508,"@Bluetenfee1981 Es gibt auch Alternativen: Man kann z.B. einen Fahrrad-Rundweg fahren. Oder man kann mit dem Fahrrad hin und mit dem Zug oder dem Schiff zurück fahren .... Leider hier bei uns auch nicht. Hier ist es derartig hügelig und bergig, dass man manchmal fast verzweifelh möchte. :D"
28,4,False,-1.9865690469741821,-0.688133180141449,3.87037992477417,"@brueckenmann @cityradler Von der Mainzer Straße bis zum Rhein sind es rund 340 m. Das reicht, um mit der Stadtbahn 20 m über das Straßenniveau zu kommen. Das müsste auch knapp für die Schifffahrt reichen. Allerdings müsste eine Fahrrad- und Gehwegrampe länger sein. Unklar, ob die Anwohner da mitspielen."
29,2,False,-1.8493282794952393,-0.6548774838447571,3.588526725769043,Hallo #DB @DB_Bahn Team hier eine kleine Geschichte die sich am Freitag zugetragen hat Ich wollte von Kehl nach Schopfheim mit dem Zug fahren ich hatte mein #Fahrrad @adfc dabei.Habe via App eine Verbindung von Kehl 10:03 bis Schopfheim 12:11. (1/14)
30,5,False,-2.0049922466278076,3.953765869140625,-1.936401128768921,Nun hielt der Zug und in A und B Kein Fahrrad Abteil also blieb ja nur die andre Seite vom ICE ich sprach kurz mit einer Schaffnerin die schon gestresst genug war wegen der Verspätung. (4/14)
31,4,False,-2.253345012664795,-0.6367416381835938,4.399283409118652,Sie meinte die andere Seite F sei das Abteil ich fragte noch on ich einfach in die Zweite Klasse Einsteigen darf mit Rad geht halt nicht wegen Vorschriften etc also versuchte ich noch F zu erreichen leider fuhr der ICE auf den da schon 100 min gewartet hatte und einem (5/14)
32,0,False,-1.9240436553955078,2.275933027267456,0.5722967386245728,statt 12:11 stieg ich dann ~17:10 in Schopfheim west aus dem Zug :/ meine Fahrt ging damit über 7 Stunden Ich weiß aus Erfahrung das ich diese Strecke schneller mit dem Fahrrad zurücklegen https://t.co/eTzNchOjYo ist viel nachvollziehbar die technische Probleme etc. (12/14)
33,4,False,-1.8089077472686768,0.11806325614452362,2.628934860229492,"@HalleVerkehrt Das Fahrrad könnte leiden solang es auf dem Asphalt weiter so benachteiligt bleibt, ja. Wobei auch da dann sicher die Frage ist ob Menschen die gern auf dem Bike flitzen, sich wirklich so viel lieber in die überfüllte Tram quetschen nur weils etwas schneller ist."
34,4,False,-0.7499430179595947,2.1042873859405518,-1.6983646154403687,"@TorstThe @biesdorfer83 @SenUMVKBerlin @Bettina_Jarasch Besser wäre es gewesen gleich zu sagen die Tram steht an erster Stelle, aber bei den Grünen steht nur Fahrrad auf Platz 1 🤦🏻‍♂️"
35,5,False,-2.137904405593872,2.077331781387329,1.1245588064193726,i frög mi wie oft ich de zug muen verpasse bis ich mir amig cha merke wenn mis velo no am bahnhof stoht wegem obig voher
36,4,False,-1.3787615299224854,2.062544822692871,-0.2603687047958374,@BikerPankow Ob mit Fahrrad oder der Tram oder als Fußgänger…diese Strasse ist mein Endgegner
37,5,False,-2.297889232635498,0.3476879596710205,3.094900131225586,"@buerviper @CeglarM @daarin Wir haben das aufgeteilt: 2 km mit Rad zum Zug + 100 km Zug und 50 km mit dem Auto. Mit ÖPNV hätte ich für die Strecke 2:15 h gebraucht - für eine. Soweit geht die Überzeugung denn doch nicht. Und ich bin sehr froh, jetzt nur noch 1 km Rad zu haben."
38,5,False,-0.9326992630958557,-1.388741135597229,3.096985101699829,"@Hans83870031 @AWunderhund @DerDienstreiser @kkklawitter Es ist ja auch ineffizient, das eigene Rad im Zug / Bus mitzunehmen. Sinnvoller ist es, am Zielort ein weiteres Fahrrad zur Verfügung zu haben. So machen es die meisten Niederländer, die diese Verkehrsmittel kombinieren. Dafür gibt es tolle Fahrrad-Parkhäuser in den Städten."
39,5,False,-2.135230541229248,-0.09095516800880432,3.4308526515960693,"@prolllesbe Der fährt im Zug?? Dachte, es geht nicht besser als der Özdemir mit dem Fahrrad 😂✌"
40,5,False,-2.1337480545043945,-1.3196403980255127,4.902902603149414,"@AlexanderHengs1 @Storch_i @Wissing @TAOnline @FunkeBerlin Doch. Wer auf dem Land wohnt, kann sich sein Fahrrad schnappen und mit dem Fahrrad zum nächsten Bahnhof fahren, von dort mit dem Zug in die Stadt fahren. Im Umkreis von 25 Kilometern (Fahrradentfernung) gibt es praktisch überall in Deutschland einen Bahnhof."
41,4,False,-1.9525812864303589,0.02962765097618103,3.0206620693206787,"@paul_roman12 @RMVinfo Busfahrer in Darmstadt haben auch einfach Sonderrechte gem. ""Mein Bus ist stärker als dein Rad! Trööööt!"""
42,5,False,-1.9917638301849365,2.1794421672821045,0.8015536069869995,"@Nici289933532 @She__rlock Versuchen Sie Mal im Zug, Bus oder Flugzeug an die frische Luft zu gehen! Schwierig! Da bleibt nur Fahrrad oder Auto!"
43,4,False,-1.266791582107544,0.8704702854156494,0.8766065835952759,"@Kl_Stone 2/2 Ich musste in den KiGa und die Schule laufen. Ich wurde nicht hingefahren wo ich wollte. Da musste ich Bus oder Fahrrad nehmen. Mir wurde kein Zucker in den A**** geblasen. Im gegensatz zu zuvielen jungen Menschen heute. Und ja, ich bin auch für Klima- und Umweltschutz."
